Entity,Code,Year,Coal per capita (kWh)
Cyprus,CYP,2002,523.784
Cyprus,CYP,2003,515.036
Cyprus,CYP,2004,506.448
Cyprus,CYP,2005,497.949
Cyprus,CYP,2006,335.68
Cyprus,CYP,2007,299.63
Cyprus,CYP,2008,241.031
Cyprus,CYP,2009,125.845
Cyprus,CYP,2010,153.176
Cyprus,CYP,2011,71.265
Cyprus,CYP,2012,2.447
Cyprus,CYP,2013,2.428
Cyprus,CYP,2014,22.371
Cyprus,CYP,2015,33.321
Cyprus,CYP,2016,4.415
Cyprus,CYP,2017,29.405
Cyprus,CYP,2018,133.109
Cyprus,CYP,2019,162.15
Cyprus,CYP,2020,134.254
Czechia,CZE,1965,41874.02
Czechia,CZE,1966,41709.557
Czechia,CZE,1967,40352.138
Czechia,CZE,1968,41809.225
Czechia,CZE,1969,43466.705
Czechia,CZE,1970,43948.664
Czechia,CZE,1971,45650.953
Czechia,CZE,1972,44800.53
Czechia,CZE,1973,43594.743
Czechia,CZE,1974,43168.265
Czechia,CZE,1975,43815.397
Czechia,CZE,1976,44385.468
Czechia,CZE,1977,45050.529
Czechia,CZE,1978,44952.051
Czechia,CZE,1979,44743.118
Czechia,CZE,1980,43210.152
Czechia,CZE,1981,42966.593
Czechia,CZE,1982,43300.906
Czechia,CZE,1983,43103.853
Czechia,CZE,1984,43973.157
Czechia,CZE,1985,43057.79
Czechia,CZE,1986,42879.035
Czechia,CZE,1987,42379.407
Czechia,CZE,1988,42861.697
Czechia,CZE,1989,41191.615
Czechia,CZE,1990,33454.1
Czechia,CZE,1991,30630.173
Czechia,CZE,1992,28583.23
Czechia,CZE,1993,27791.159
Czechia,CZE,1994,26297.447
Czechia,CZE,1995,26329.314
Czechia,CZE,1996,26290.912
Czechia,CZE,1997,24731.294
Czechia,CZE,1998,22958.134
Czechia,CZE,1999,20952.446
Czechia,CZE,2000,23977.859
Czechia,CZE,2001,23574.154
Czechia,CZE,2002,23178.38
Czechia,CZE,2003,23588.135
Czechia,CZE,2004,23623.209
Czechia,CZE,2005,22781.57
Czechia,CZE,2006,23495.936
Czechia,CZE,2007,23317.801
Czechia,CZE,2008,21970.64
Czechia,CZE,2009,20172.88
Czechia,CZE,2010,20726.147
Czechia,CZE,2011,20346.245
Czechia,CZE,2012,19482.417
Czechia,CZE,2013,18561.765
Czechia,CZE,2014,17980.749
Czechia,CZE,2015,17909.096
Czechia,CZE,2016,18006.378
Czechia,CZE,2017,17040.727
Czechia,CZE,2018,16895.203
Czechia,CZE,2019,15645.313
Czechia,CZE,2020,12686.066
Denmark,DNK,1965,9034.616
Denmark,DNK,1966,10162.629
Denmark,DNK,1967,8637.269
Denmark,DNK,1968,7684.397
Denmark,DNK,1969,6971.422
Denmark,DNK,1970,5539.965
Denmark,DNK,1971,3369.398
Denmark,DNK,1972,3422.434
Denmark,DNK,1973,5217.6
Denmark,DNK,1974,4905.15
Denmark,DNK,1975,4712.437
Denmark,DNK,1976,6523.318
Denmark,DNK,1977,7480.828
Denmark,DNK,1978,8221.386
Denmark,DNK,1979,9787.118
Denmark,DNK,1980,13953.664
Denmark,DNK,1981,11149.415
Denmark,DNK,1982,13454.525
Denmark,DNK,1983,12858.507
Denmark,DNK,1984,13562.364
Denmark,DNK,1985,16536.137
Denmark,DNK,1986,16725.637
Denmark,DNK,1987,16409.296
Denmark,DNK,1988,15337.937
Denmark,DNK,1989,12585.82
Denmark,DNK,1990,13777.888
Denmark,DNK,1991,18637.458
Denmark,DNK,1992,15473.76
Denmark,DNK,1993,16171.907
Denmark,DNK,1994,17322.046
Denmark,DNK,1995,14420.858
Denmark,DNK,1996,19738.577
Denmark,DNK,1997,14610.14
Denmark,DNK,1998,12363.569
Denmark,DNK,1999,10344.86
Denmark,DNK,2000,8646.528
Denmark,DNK,2001,9110.725
Denmark,DNK,2002,9096.555
Denmark,DNK,2003,12378.574
Denmark,DNK,2004,9460.71
Denmark,DNK,2005,7954.413
Denmark,DNK,2006,12020.255
Denmark,DNK,2007,9891.983
Denmark,DNK,2008,8668.135
Denmark,DNK,2009,8483.548
Denmark,DNK,2010,8024.287
Denmark,DNK,2011,6745.596
Denmark,DNK,2012,5126.301
Denmark,DNK,2013,6675.031
Denmark,DNK,2014,5392.475
Denmark,DNK,2015,3533.459
Denmark,DNK,2016,4264.24
Denmark,DNK,2017,3178.437
Denmark,DNK,2018,3225.922
Denmark,DNK,2019,1832.468
Denmark,DNK,2020,1568.715
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Ecuador,ECU,2017,0
Ecuador,ECU,2018,0
Ecuador,ECU,2019,0
Ecuador,ECU,2020,0
Egypt,EGY,1965,154.007
Egypt,EGY,1966,102.012
Egypt,EGY,1967,153.1
Egypt,EGY,1968,155.27
Egypt,EGY,1969,163.564
Egypt,EGY,1970,147.254
Egypt,EGY,1971,118.11
Egypt,EGY,1972,102.228
Egypt,EGY,1973,87.127
Egypt,EGY,1974,148.858
Egypt,EGY,1975,174.024
Egypt,EGY,1976,166.443
Egypt,EGY,1977,185.561
Egypt,EGY,1978,173.691
Egypt,EGY,1979,188.139
Egypt,EGY,1980,147.823
Egypt,EGY,1981,185.84
Egypt,EGY,1982,187.24
Egypt,EGY,1983,173.083
Egypt,EGY,1984,170.976
Egypt,EGY,1985,175.799
Egypt,EGY,1986,172.066
Egypt,EGY,1987,177.159
Egypt,EGY,1988,188.555
Egypt,EGY,1989,188.082
Egypt,EGY,1990,157.273
Egypt,EGY,1991,158.236
Egypt,EGY,1992,158.661
Egypt,EGY,1993,187.245
Egypt,EGY,1994,197.512
Egypt,EGY,1995,129.532
Egypt,EGY,1996,174.482
Egypt,EGY,1997,144.738
Egypt,EGY,1998,139.578
Egypt,EGY,1999,124.405
Egypt,EGY,2000,146.898
Egypt,EGY,2001,126.79
Egypt,EGY,2002,133.484
Egypt,EGY,2003,135.859
Egypt,EGY,2004,136.339
Egypt,EGY,2005,131.006
Egypt,EGY,2006,128.777
Egypt,EGY,2007,115.031
Egypt,EGY,2008,101.691
Egypt,EGY,2009,88.714
Egypt,EGY,2010,65.205
Egypt,EGY,2011,60.646
Egypt,EGY,2012,52.554
Egypt,EGY,2013,50.757
Egypt,EGY,2014,50.031
Egypt,EGY,2015,100.811
Egypt,EGY,2016,150.031
Egypt,EGY,2017,144.664
Egypt,EGY,2018,253.674
Egypt,EGY,2019,228.521
Egypt,EGY,2020,85.257
Estonia,EST,1985,44351.113
Estonia,EST,1986,44492.225
Estonia,EST,1987,44437.124
Estonia,EST,1988,42037.006
Estonia,EST,1989,43357.977
Estonia,EST,1990,41398.258
Estonia,EST,1991,37442.084
Estonia,EST,1992,33308.51
Estonia,EST,1993,25010.35
Estonia,EST,1994,25806.881
Estonia,EST,1995,25570.842
Estonia,EST,1996,26870.713
Estonia,EST,1997,26768.183
Estonia,EST,1998,24326.844
Estonia,EST,1999,22183.439
Estonia,EST,2000,23513.539
Estonia,EST,2001,23312.823
Estonia,EST,2002,22880.739
Estonia,EST,2003,26646.452
Estonia,EST,2004,27512.844
Estonia,EST,2005,26529.813
Estonia,EST,2006,25257.802
Estonia,EST,2007,30560.055
Estonia,EST,2008,29184.639
Estonia,EST,2009,26570.725
Estonia,EST,2010,34125.571
Estonia,EST,2011,36521.635
Estonia,EST,2012,34288.163
Estonia,EST,2013,36934.485
Estonia,EST,2014,37339.82
Estonia,EST,2015,33796.179
Estonia,EST,2016,34113.67
Estonia,EST,2017,37564.221
Estonia,EST,2018,40373.186
Estonia,EST,2019,25960.659
Estonia,EST,2020,20371.459
Europe,,1965,9592.571
Europe,,1966,9132.112
Europe,,1967,8773.302
Europe,,1968,8849.799
Europe,,1969,8908.362
Europe,,1970,8706.812
Europe,,1971,8282.081
Europe,,1972,7951.375
Europe,,1973,8028.941
Europe,,1974,7909.632
Europe,,1975,7681.253
Europe,,1976,8001.102
Europe,,1977,7940.927
Europe,,1978,8048.37
Europe,,1979,8360.337
Europe,,1980,8478.948
Europe,,1981,8300.103
Europe,,1982,8313.134
Europe,,1983,8395.966
Europe,,1984,8349.106
Europe,,1985,10220.998
Europe,,1986,10093.751
Europe,,1987,10134.146
Europe,,1988,9887.095
Europe,,1989,9729.305
Europe,,1990,9227.009
Europe,,1991,8669.629
Europe,,1992,8147.692
Europe,,1993,7597.104
Europe,,1994,7151.776
Europe,,1995,7070.483
Europe,,1996,6868.918
Europe,,1997,6683.598
Europe,,1998,6506.817
Europe,,1999,6150.458
Europe,,2000,6330.266
Europe,,2001,6270.448
Europe,,2002,6262.302
Europe,,2003,6503.974
Europe,,2004,6387.251
Europe,,2005,6226.087
Europe,,2006,6507.64
Europe,,2007,6579.707
Europe,,2008,6194.498
Europe,,2009,5537.155
Europe,,2010,5775.81
Europe,,2011,6008.948
Europe,,2012,6132.093
Europe,,2013,5919.491
Europe,,2014,5549.646
Europe,,2015,5303.898
Europe,,2016,5103.508
Europe,,2017,4921.106
Europe,,2018,4794.172
Europe,,2019,4132.723
Europe,,2020,3486.115
European Union (27),,1965,12249.089
European Union (27),,1966,11674.333
European Union (27),,1967,11367.75
European Union (27),,1968,11498.442
European Union (27),,1969,11694.167
European Union (27),,1970,11520.675
European Union (27),,1971,11118.843
European Union (27),,1972,10880.736
European Union (27),,1973,10824.953
European Union (27),,1974,10896.846
European Union (27),,1975,10485.371
European Union (27),,1976,10980.11
European Union (27),,1977,10880.847
European Union (27),,1978,11096.23
European Union (27),,1979,11443.123
European Union (27),,1980,11819.894
European Union (27),,1981,11482.769
European Union (27),,1982,11625.041
European Union (27),,1983,11692.001
European Union (27),,1984,12096.729
European Union (27),,1985,12399.23
European Union (27),,1986,12051.233
European Union (27),,1987,12128.906
European Union (27),,1988,11935.749
European Union (27),,1989,11930.738
European Union (27),,1990,10819.918
European Union (27),,1991,10165.907
European Union (27),,1992,9437.104
European Union (27),,1993,8991.455
European Union (27),,1994,8763.482
European Union (27),,1995,8640.112
European Union (27),,1996,8648.54
European Union (27),,1997,8384.991
European Union (27),,1998,8007.063
European Union (27),,1999,7622.565
European Union (27),,2000,7713.485
European Union (27),,2001,7673.135
European Union (27),,2002,7689.148
European Union (27),,2003,7920.632
European Union (27),,2004,7754.181
European Union (27),,2005,7471.177
European Union (27),,2006,7651.074
European Union (27),,2007,7700.591
European Union (27),,2008,7124.589
European Union (27),,2009,6308.086
European Union (27),,2010,6601.636
European Union (27),,2011,6784.236
European Union (27),,2012,6744.509
European Union (27),,2013,6605.947
European Union (27),,2014,6284.343
European Union (27),,2015,6266.674
European Union (27),,2016,6005.621
European Union (27),,2017,5906.237
European Union (27),,2018,5644.488
European Union (27),,2019,4567.479
European Union (27),,2020,3687.319
Finland,FIN,1965,4434.579
Finland,FIN,1966,4104.798
Finland,FIN,1967,3942.744
Finland,FIN,1968,4742.825
Finland,FIN,1969,5680.914
Finland,FIN,1970,5760.065
Finland,FIN,1971,5093.449
Finland,FIN,1972,5623.913
Finland,FIN,1973,6209.449
Finland,FIN,1974,6296.377
Finland,FIN,1975,5680.542
Finland,FIN,1976,7629.221
Finland,FIN,1977,7672.51
Finland,FIN,1978,10317.689
Finland,FIN,1979,9916.1
Finland,FIN,1980,11212.475
Finland,FIN,1981,6859.775
Finland,FIN,1982,7568.903
Finland,FIN,1983,8175.538
Finland,FIN,1984,9365.992
Finland,FIN,1985,11814.962
Finland,FIN,1986,10760.982
Finland,FIN,1987,12014.268
Finland,FIN,1988,11993.325
Finland,FIN,1989,11694.807
Finland,FIN,1990,12266.783
Finland,FIN,1991,12195.673
Finland,FIN,1992,11043.499
Finland,FIN,1993,12557.507
Finland,FIN,1994,15215.829
Finland,FIN,1995,13402.011
Finland,FIN,1996,15913.425
Finland,FIN,1997,15029.508
Finland,FIN,1998,12303.648
Finland,FIN,1999,11894.618
Finland,FIN,2000,11242.829
Finland,FIN,2001,13554.382
Finland,FIN,2002,14691.304
Finland,FIN,2003,18287.859
Finland,FIN,2004,16382.42
Finland,FIN,2005,10490.518
Finland,FIN,2006,16324.798
Finland,FIN,2007,15356.191
Finland,FIN,2008,11663.544
Finland,FIN,2009,11697.241
Finland,FIN,2010,14708.953
Finland,FIN,2011,11895.57
Finland,FIN,2012,9696.02
Finland,FIN,2013,10671.375
Finland,FIN,2014,9525.885
Finland,FIN,2015,8101.441
Finland,FIN,2016,9262.241
Finland,FIN,2017,8463.517
Finland,FIN,2018,8851.186
Finland,FIN,2019,7421.106
Finland,FIN,2020,6653.542
France,FRA,1965,9870.131
France,FRA,1966,9055.281
France,FRA,1967,8862.706
France,FRA,1968,8459.065
France,FRA,1969,8406.924
France,FRA,1970,7942.086
France,FRA,1971,7220.815
France,FRA,1972,6371.767
France,FRA,1973,6253.27
France,FRA,1974,6283.939
France,FRA,1975,5474.476
France,FRA,1976,6402.409
France,FRA,1977,6138.591
France,FRA,1978,6378.976
France,FRA,1979,6900.056
France,FRA,1980,6726.838
France,FRA,1981,6102.848
France,FRA,1982,6209.346
France,FRA,1983,5590.024
France,FRA,1984,5317.224
France,FRA,1985,5133.594
France,FRA,1986,4221.079
France,FRA,1987,3821.987
France,FRA,1988,3713.226
France,FRA,1989,4022.769
France,FRA,1990,3897.408
France,FRA,1991,4129.814
France,FRA,1992,3626.542
France,FRA,1993,2951.574
France,FRA,1994,2891.996
France,FRA,1995,2949.66
France,FRA,1996,3131.431
France,FRA,1997,2732.682
France,FRA,1998,3237.62
France,FRA,1999,2886.483
France,FRA,2000,2791.852
France,FRA,2001,2428.055
France,FRA,2002,2484.975
France,FRA,2003,2621.997
France,FRA,2004,2477.654
France,FRA,2005,2555.372
France,FRA,2006,2346.289
France,FRA,2007,2414.917
France,FRA,2008,2257.047
France,FRA,2009,1999.083
France,FRA,2010,2129.007
France,FRA,2011,1796.946
France,FRA,2012,2024.731
France,FRA,2013,2104.976
France,FRA,2014,1564.766
France,FRA,2015,1549.562
France,FRA,2016,1508.172
France,FRA,2017,1641.822
France,FRA,2018,1465.746
France,FRA,2019,1142.841
France,FRA,2020,823.965
Germany,DEU,1965,24515.162
Germany,DEU,1966,22720.003
Germany,DEU,1967,21734.302
Germany,DEU,1968,21907.543
Germany,DEU,1969,22437.322
Germany,DEU,1970,22067.131
Germany,DEU,1971,21060.831
Germany,DEU,1972,20530.101
Germany,DEU,1973,20588.881
Germany,DEU,1974,20683.368
Germany,DEU,1975,18750.241
Germany,DEU,1976,19812.208
Germany,DEU,1977,19050.128
Germany,DEU,1978,19325.627
Germany,DEU,1979,20484.655
Germany,DEU,1980,20997.663
Germany,DEU,1981,21397.512
Germany,DEU,1982,20936.281
Germany,DEU,1983,21743.139
Germany,DEU,1984,22466.454
Germany,DEU,1985,22344.758
Germany,DEU,1986,21082.886
Germany,DEU,1987,20939.78
Germany,DEU,1988,20616.11
Germany,DEU,1989,20850.4
Germany,DEU,1990,19349.968
Germany,DEU,1991,16902.532
Germany,DEU,1992,15188.23
Germany,DEU,1993,14245.875
Germany,DEU,1994,13749.997
Germany,DEU,1995,12989.372
Germany,DEU,1996,12904.026
Germany,DEU,1997,12491.75
Germany,DEU,1998,12192.636
Germany,DEU,1999,11740.793
Germany,DEU,2000,12187.787
Germany,DEU,2001,12214.725
Germany,DEU,2002,12229.693
Germany,DEU,2003,12419.636
Germany,DEU,2004,12102.307
Germany,DEU,2005,11585.248
Germany,DEU,2006,12069.291
Germany,DEU,2007,12405.443
Germany,DEU,2008,11494.484
Germany,DEU,2009,10312.652
Germany,DEU,2010,11087.544
Germany,DEU,2011,11264.421
Germany,DEU,2012,11560.386
Germany,DEU,2013,11868.27
Germany,DEU,2014,11367.607
Germany,DEU,2015,11188.232
Germany,DEU,2016,10827.288
Germany,DEU,2017,10113.072
Germany,DEU,2018,9704.617
Germany,DEU,2019,7474.142
Germany,DEU,2020,6113.613
Greece,GRC,1965,2898.622
Greece,GRC,1966,2880.835
Greece,GRC,1967,2741.117
Greece,GRC,1968,3080.835
Greece,GRC,1969,2966.221
Greece,GRC,1970,3393.598
Greece,GRC,1971,4971.213
Greece,GRC,1972,5275.215
Greece,GRC,1973,6158.163
Greece,GRC,1974,6428.339
Greece,GRC,1975,8329.552
Greece,GRC,1976,9721.134
Greece,GRC,1977,10196.23
Greece,GRC,1978,8937.376
Greece,GRC,1979,4841.079
Greece,GRC,1980,4785.13
Greece,GRC,1981,4691.566
Greece,GRC,1982,4725.923
Greece,GRC,1983,5757.959
Greece,GRC,1984,6113.786
Greece,GRC,1985,7052.745
Greece,GRC,1986,6699.222
Greece,GRC,1987,7615.891
Greece,GRC,1988,8510.648
Greece,GRC,1989,9100.652
Greece,GRC,1990,9165.536
Greece,GRC,1991,8741.69
Greece,GRC,1992,9029.393
Greece,GRC,1993,8928.141
Greece,GRC,1994,8853.894
Greece,GRC,1995,8741.523
Greece,GRC,1996,8435.78
Greece,GRC,1997,9023.366
Greece,GRC,1998,9384.63
Greece,GRC,1999,8979.862
Greece,GRC,2000,9470.034
Greece,GRC,2001,9742.392
Greece,GRC,2002,9333.11
Greece,GRC,2003,9352.768
Greece,GRC,2004,9573.492
Greece,GRC,2005,9452.131
Greece,GRC,2006,8735.403
Greece,GRC,2007,9263.762
Greece,GRC,2008,8783.206
Greece,GRC,2009,8942.958
Greece,GRC,2010,8404.545
Greece,GRC,2011,8481.756
Greece,GRC,2012,8780.069
Greece,GRC,2013,7565.873
Greece,GRC,2014,7297.889
Greece,GRC,2015,6139.068
Greece,GRC,2016,4775.438
Greece,GRC,2017,5277.455
Greece,GRC,2018,5053.68
Greece,GRC,2019,5752.249
Greece,GRC,2020,3052.204
Hong Kong,HKG,1965,412.576
Hong Kong,HKG,1966,347.668
Hong Kong,HKG,1967,272.706
Hong Kong,HKG,1968,191.573
Hong Kong,HKG,1969,110.815
Hong Kong,HKG,1970,63.454
Hong Kong,HKG,1971,80.236
Hong Kong,HKG,1972,38.043
Hong Kong,HKG,1973,20.162
Hong Kong,HKG,1974,19.789
Hong Kong,HKG,1975,16.579
Hong Kong,HKG,1976,21.506
Hong Kong,HKG,1977,18.244
Hong Kong,HKG,1978,12.622
Hong Kong,HKG,1979,9.802
Hong Kong,HKG,1980,4.777
Hong Kong,HKG,1981,81.874
Hong Kong,HKG,1982,2057.88
Hong Kong,HKG,1983,4761.917
Hong Kong,HKG,1984,6127.833
Hong Kong,HKG,1985,7472.474
Hong Kong,HKG,1986,8508.055
Hong Kong,HKG,1987,10483.535
Hong Kong,HKG,1988,11926.38
Hong Kong,HKG,1989,12576.933
Hong Kong,HKG,1990,11150.953
Hong Kong,HKG,1991,11882.579
Hong Kong,HKG,1992,12457.442
Hong Kong,HKG,1993,14271.849
Hong Kong,HKG,1994,10074.166
Hong Kong,HKG,1995,10708.219
Hong Kong,HKG,1996,7827.188
Hong Kong,HKG,1997,6485.205
Hong Kong,HKG,1998,7914.646
Hong Kong,HKG,1999,6656.022
Hong Kong,HKG,2000,7636.582
Hong Kong,HKG,2001,11956.652
Hong Kong,HKG,2002,9249.594
Hong Kong,HKG,2003,11690.558
Hong Kong,HKG,2004,10883.796
Hong Kong,HKG,2005,11797.231
Hong Kong,HKG,2006,11722.031
Hong Kong,HKG,2007,12718.993
Hong Kong,HKG,2008,11584.327
Hong Kong,HKG,2009,12021.971
Hong Kong,HKG,2010,10396.174
Hong Kong,HKG,2011,12295.127
Hong Kong,HKG,2012,12033.287
Hong Kong,HKG,2013,12749.226
Hong Kong,HKG,2014,13276.888
Hong Kong,HKG,2015,10840.699
Hong Kong,HKG,2016,10753.765
Hong Kong,HKG,2017,9986.955
Hong Kong,HKG,2018,9898.335
Hong Kong,HKG,2019,9651.386
Hong Kong,HKG,2020,5099.459
Hungary,HUN,1965,12476.487
Hungary,HUN,1966,11920.269
Hungary,HUN,1967,10300.384
Hungary,HUN,1968,10125.908
Hungary,HUN,1969,10237.978
Hungary,HUN,1970,10367.73
Hungary,HUN,1971,10004.693
Hungary,HUN,1972,9696.801
Hungary,HUN,1973,9721.286
Hungary,HUN,1974,9243.06
Hungary,HUN,1975,8772.132
Hungary,HUN,1976,8845.144
Hungary,HUN,1977,8947.282
Hungary,HUN,1978,8891.089
Hungary,HUN,1979,8924.412
Hungary,HUN,1980,8735.793
Hungary,HUN,1981,8784.337
Hungary,HUN,1982,9184.965
Hungary,HUN,1983,8672.471
Hungary,HUN,1984,8480.9
Hungary,HUN,1985,8369.478
Hungary,HUN,1986,8308.495
Hungary,HUN,1987,8339.552
Hungary,HUN,1988,7898.948
Hungary,HUN,1989,7097.677
Hungary,HUN,1990,6900.677
Hungary,HUN,1991,6434.73
Hungary,HUN,1992,5805.311
Hungary,HUN,1993,5229.212
Hungary,HUN,1994,4961.299
Hungary,HUN,1995,4884.074
Hungary,HUN,1996,4831.063
Hungary,HUN,1997,4625.489
Hungary,HUN,1998,4501.317
Hungary,HUN,1999,4699.853
Hungary,HUN,2000,4402.237
Hungary,HUN,2001,4193.83
Hungary,HUN,2002,4056.826
Hungary,HUN,2003,4162.222
Hungary,HUN,2004,3957.084
Hungary,HUN,2005,3529.034
Hungary,HUN,2006,3553.121
Hungary,HUN,2007,3624.699
Hungary,HUN,2008,3532.268
Hungary,HUN,2009,2983.838
Hungary,HUN,2010,3153.778
Hungary,HUN,2011,3188.005
Hungary,HUN,2012,3077.087
Hungary,HUN,2013,2702.579
Hungary,HUN,2014,2679.36
Hungary,HUN,2015,2784.446
Hungary,HUN,2016,2615.258
Hungary,HUN,2017,2679.508
Hungary,HUN,2018,2540.847
Hungary,HUN,2019,2204.653
Hungary,HUN,2020,2068.835
Iceland,ISL,1965,395.294
Iceland,ISL,1966,287.073
Iceland,ISL,1967,217.935
Iceland,ISL,1968,170.168
Iceland,ISL,1969,118.554
Iceland,ISL,1970,78.269
Iceland,ISL,1971,53.116
Iceland,ISL,1972,37.844
Iceland,ISL,1973,23.496
Iceland,ISL,1974,18.685
Iceland,ISL,1975,12.406
Iceland,ISL,1976,12.497
Iceland,ISL,1977,11.285
Iceland,ISL,1978,9.468
Iceland,ISL,1979,810.822
Iceland,ISL,1980,1070.904
Iceland,ISL,1981,1801.523
Iceland,ISL,1982,1661.437
Iceland,ISL,1983,2347.013
Iceland,ISL,1984,3205.757
Iceland,ISL,1985,3388.132
Iceland,ISL,1986,3773.445
Iceland,ISL,1987,2976.578
Iceland,ISL,1988,2969.088
Iceland,ISL,1989,3138.341
Iceland,ISL,1990,2962.848
Iceland,ISL,1991,3025.933
Iceland,ISL,1992,2360.41
Iceland,ISL,1993,2415.079
Iceland,ISL,1994,2363.614
Iceland,ISL,1995,2754.463
Iceland,ISL,1996,2703.035
Iceland,ISL,1997,2777.204
Iceland,ISL,1998,2469.739
Iceland,ISL,1999,2861.764
Iceland,ISL,2000,3921.255
Iceland,ISL,2001,4216.779
Iceland,ISL,2002,4164.786
Iceland,ISL,2003,4051.562
Iceland,ISL,2004,4198.608
Iceland,ISL,2005,3955.127
Iceland,ISL,2006,3985.111
Iceland,ISL,2007,4186.954
Iceland,ISL,2008,3574.374
Iceland,ISL,2009,3251.877
Iceland,ISL,2010,3381.805
Iceland,ISL,2011,3349.092
Iceland,ISL,2012,3403.536
Iceland,ISL,2013,3896.774
Iceland,ISL,2014,3178.547
Iceland,ISL,2015,3499.173
Iceland,ISL,2016,4046.987
Iceland,ISL,2017,3987.304
Iceland,ISL,2018,3959.866
Iceland,ISL,2019,3850.779
Iceland,ISL,2020,3825.807
India,IND,1965,828.268
India,IND,1966,809.243
India,IND,1967,805.698
India,IND,1968,816.207
India,IND,1969,848.564
India,IND,1970,786.775
India,IND,1971,779.886
India,IND,1972,804.842
India,IND,1973,775.846
India,IND,1974,855.542
India,IND,1975,898.578
India,IND,1976,914.379
India,IND,1977,935.528
India,IND,1978,884.891
India,IND,1979,918.737
India,IND,1980,943.648
India,IND,1981,1037.404
India,IND,1982,1002.274
India,IND,1983,1039.523
India,IND,1984,1067.131
India,IND,1985,1093.118
India,IND,1986,1148.715
India,IND,1987,1234.174
India,IND,1988,1296.237
India,IND,1989,1379.509
India,IND,1990,1461.192
India,IND,1991,1523.527
India,IND,1992,1581.707
India,IND,1993,1606.233
India,IND,1994,1625.725
India,IND,1995,1692.682
India,IND,1996,1708.615
India,IND,1997,1753.786
India,IND,1998,1778.999
India,IND,1999,1730.804
India,IND,2000,1808.832
India,IND,2001,1792.516
India,IND,2002,1840.995
India,IND,2003,1896.484
India,IND,2004,1986.087
India,IND,2005,2140.201
India,IND,2006,2188.295
India,IND,2007,2359.3
India,IND,2008,2515.834
India,IND,2009,2683.555
India,IND,2010,2737.25
India,IND,2011,2833.667
India,IND,2012,3031.933
India,IND,2013,3206.485
India,IND,2014,3480.735
India,IND,2015,3509.706
India,IND,2016,3532.175
India,IND,2017,3619.031
India,IND,2018,3817.161
India,IND,2019,3780.705
India,IND,2020,3529.924
Indonesia,IDN,1965,14.963
Indonesia,IDN,1966,17.836
Indonesia,IDN,1967,12.194
Indonesia,IDN,1968,8.874
Indonesia,IDN,1969,10.406
Indonesia,IDN,1970,8.814
Indonesia,IDN,1971,9.866
Indonesia,IDN,1972,9.61
Indonesia,IDN,1973,6.274
Indonesia,IDN,1974,6.663
Indonesia,IDN,1975,8.277
Indonesia,IDN,1976,8.074
Indonesia,IDN,1977,8.472
Indonesia,IDN,1978,11
Indonesia,IDN,1979,16.152
Indonesia,IDN,1980,19.955
Indonesia,IDN,1981,20.804
Indonesia,IDN,1982,19.199
Indonesia,IDN,1983,18.769
Indonesia,IDN,1984,19.225
Indonesia,IDN,1985,63.443
Indonesia,IDN,1986,99.879
Indonesia,IDN,1987,153.552
Indonesia,IDN,1988,157.392
Indonesia,IDN,1989,231.936
Indonesia,IDN,1990,219.322
Indonesia,IDN,1991,218.137
Indonesia,IDN,1992,261.804
Indonesia,IDN,1993,300.217
Indonesia,IDN,1994,295.574
Indonesia,IDN,1995,320.297
Indonesia,IDN,1996,376.131
Indonesia,IDN,1997,457.184
Indonesia,IDN,1998,483.715
Indonesia,IDN,1999,656.54
Indonesia,IDN,2000,723.686
Indonesia,IDN,2001,906.283
Indonesia,IDN,2002,922.24
Indonesia,IDN,2003,1221.404
Indonesia,IDN,2004,1107.174
Indonesia,IDN,2005,1252.011
Indonesia,IDN,2006,1463.871
Indonesia,IDN,2007,1812.443
Indonesia,IDN,2008,1555.932
